SOS1	SOS1
MAP4K3	MAP4K3
AC007388.1	AC007388.1
TMEM178A	TMEM178A
THUMPD2	THUMPD2
EML4	EML4
COX7A2L	COX7A2L
MTA3	MTA3
ZFP36L2	ZFP36L2
THADA	THADA
DYNC2LI1	DYNC2LI1
LRPPRC	LRPPRC
PPM1B	PPM1B
PREPL	PREPL
CAMKMT	CAMKMT
SIX2	SIX2
SRBD1	SRBD1
ATP6V1E2	ATP6V1E2
RHOQ	RHOQ
PIGF	PIGF
CRIPT	CRIPT
SOCS5	SOCS5
MCFD2	MCFD2
MSH2	MSH2
MSH6	MSH6
FBXO11	FBXO11
FOXN2	FOXN2
PPP1R21	PPP1R21
ASB3	ASB3
CHAC2	CHAC2
ERLEC1	ERLEC1
PSME4	PSME4
ACYP2	ACYP2
SPTBN1	SPTBN1
RTN4	RTN4
CLHC1	CLHC1
MTIF2	MTIF2
CCDC88A	CCDC88A
CFAP36	CFAP36
PPP4R3B	PPP4R3B
PNPT1	PNPT1
VRK2	VRK2
FANCL	FANCL
PAPOLG	PAPOLG
REL	REL
PUS10	PUS10
PEX13	PEX13
KIAA1841	KIAA1841
USP34	USP34
XPO1	XPO1
FAM161A	FAM161A
CCT4	CCT4
COMMD1	COMMD1
B3GNT2	B3GNT2
TMEM17	TMEM17
EHBP1	EHBP1
AC009501.1	AC009501.1
WDPCP	WDPCP
MDH1	MDH1
UGP2	UGP2
VPS54	VPS54
PELI1	PELI1
LGALSL	LGALSL
AFTPH	AFTPH
SERTAD2	SERTAD2
SLC1A4	SLC1A4
CEP68	CEP68
RAB1A	RAB1A
ACTR2	ACTR2
SPRED2	SPRED2
AC007389.5	AC007389.5
MEIS1	MEIS1
MEIS1-AS2	MEIS1-AS2
LINC01829	LINC01829
ETAA1	ETAA1
C1D	C1D
WDR92	WDR92
PNO1	PNO1
PPP3R1	PPP3R1
CNRIP1	CNRIP1
ANTXR1	ANTXR1
GFPT1	GFPT1
NFU1	NFU1
AAK1	AAK1
ANXA4	ANXA4
GMCL1	GMCL1
SNRNP27	SNRNP27
MXD1	MXD1
PCBP1	PCBP1
C2orf42	C2orf42
TIA1	TIA1
PCYOX1	PCYOX1
FAM136A	FAM136A
VAX2	VAX2
TEX261	TEX261
NAGK	NAGK
MCEE	MCEE
MPHOSPH10	MPHOSPH10
ZNF638	ZNF638
DYSF	DYSF
EXOC6B	EXOC6B
SPR	SPR
SFXN5	SFXN5
RAB11FIP5	RAB11FIP5
SMYD5	SMYD5
PRADC1	PRADC1
CCT7	CCT7
ALMS1	ALMS1
TPRKB	TPRKB
DUSP11	DUSP11
STAMBP	STAMBP
ACTG2	ACTG2
DGUOK	DGUOK
TET3	TET3
BOLA3	BOLA3
BOLA3-AS1	BOLA3-AS1
MOB1A	MOB1A
MTHFD2	MTHFD2
DCTN1	DCTN1
WDR54	WDR54
RTKN	RTKN
INO80B	INO80B
WBP1	WBP1
MOGS	MOGS
MRPL53	MRPL53
CCDC142	CCDC142
TTC31	TTC31
PCGF1	PCGF1
AUP1	AUP1
HTRA2	HTRA2
LOXL3	LOXL3
DOK1	DOK1
SEMA4F	SEMA4F
AC019069.1	AC019069.1
HK2	HK2
POLE4	POLE4
MRPL19	MRPL19
GCFC2	GCFC2
AC005034.3	AC005034.3
SUCLG1	SUCLG1
KCMF1	KCMF1
TCF7L1	TCF7L1
TGOLN2	TGOLN2
RETSAT	RETSAT
ELMOD3	ELMOD3
CAPG	CAPG
MAT2A	MAT2A
GGCX	GGCX
VAMP8	VAMP8
VAMP5	VAMP5
RNF181	RNF181
TMEM150A	TMEM150A
USP39	USP39
C2orf68	C2orf68
ST3GAL5	ST3GAL5
POLR1A	POLR1A
PTCD3	PTCD3
IMMT	IMMT
MRPL35	MRPL35
KDM3A	KDM3A
CHMP3	CHMP3
RNF103	RNF103
RMND5A	RMND5A
CYTOR	CYTOR
KRCC1	KRCC1
RPIA	RPIA
AC233266.2	AC233266.2
MRPS5	MRPS5
ZNF514	ZNF514
ZNF2	ZNF2
KCNIP3	KCNIP3
FAHD2A	FAHD2A
LINC00342	LINC00342
ANKRD36C	ANKRD36C
DUSP2	DUSP2
STARD7	STARD7
TMEM127	TMEM127
CIAO1	CIAO1
SNRNP200	SNRNP200
ITPRIPL1	ITPRIPL1
NCAPH	NCAPH
ARID5A	ARID5A
KANSL3	KANSL3
LMAN2L	LMAN2L
CNNM3	CNNM3
ANKRD39	ANKRD39
SEMA4C	SEMA4C
FAHD2B	FAHD2B
ANKRD36	ANKRD36
AC092683.1	AC092683.1
ANKRD36B	ANKRD36B
ACTR1B	ACTR1B
TMEM131	TMEM131
INPP4A	INPP4A
COA5	COA5
UNC50	UNC50
TSGA10	TSGA10
C2orf15	C2orf15
LIPT1	LIPT1
MITD1	MITD1
MRPL30	MRPL30
LYG2	LYG2
TXNDC9	TXNDC9
EIF5B	EIF5B
REV1	REV1
CHST10	CHST10
PDCL3	PDCL3
TBC1D8	TBC1D8
CNOT11	CNOT11
RNF149	RNF149
MAP4K4	MAP4K4
MFSD9	MFSD9
TMEM182	TMEM182
MRPS9	MRPS9
TGFBRAP1	TGFBRAP1
AC012360.3	AC012360.3
C2orf49	C2orf49
FHL2	FHL2
NCK2	NCK2
UXS1	UXS1
GCC2	GCC2
LIMS1	LIMS1
RANBP2	RANBP2
CCDC138	CCDC138
SEPT10	SEPT10
SOWAHC	SOWAHC
NPHP1	NPHP1
BUB1	BUB1
MIR4435-2HG	MIR4435-2HG
BCL2L11	BCL2L11
AC068491.3	AC068491.3
ANAPC1	ANAPC1
MERTK	MERTK
TMEM87B	TMEM87B
ZC3H8	ZC3H8
ZC3H6	ZC3H6
TTL	TTL
POLR1B	POLR1B
CHCHD5	CHCHD5
AC079922.2	AC079922.2
SLC20A1	SLC20A1
CKAP2L	CKAP2L
CBWD2	CBWD2
RABL2A	RABL2A
SLC35F5	SLC35F5
ACTR3	ACTR3
DDX18	DDX18
CCDC93	CCDC93
INSIG2	INSIG2
C2orf76	C2orf76
DBI	DBI
TMEM37	TMEM37
TMEM177	TMEM177
PTPN4	PTPN4
EPB41L5	EPB41L5
TMEM185B	TMEM185B
RALB	RALB
GLI2	GLI2
CLASP1	CLASP1
NIFK-AS1	NIFK-AS1
NIFK	NIFK
TSN	TSN
BIN1	BIN1
CYP27C1	CYP27C1
ERCC3	ERCC3
MAP3K2	MAP3K2
IWS1	IWS1
LIMS2	LIMS2
WDR33	WDR33
SFT2D3	SFT2D3
POLR2D	POLR2D
AMMECR1L	AMMECR1L
AC012306.2	AC012306.2
SAP130	SAP130
UGGT1	UGGT1
HS6ST1	HS6ST1
CCDC74B	CCDC74B
SMPD4	SMPD4
CCDC115	CCDC115
IMP4	IMP4
PTPN18	PTPN18
FAM168B	FAM168B
PLEKHB2	PLEKHB2
MZT2A	MZT2A
CCDC74A	CCDC74A
MGAT5	MGAT5
CCNT2	CCNT2
RAB3GAP1	RAB3GAP1
ZRANB3	ZRANB3
R3HDM1	R3HDM1
UBXN4	UBXN4
MCM6	MCM6
DARS	DARS
HNMT	HNMT
SPOPL	SPOPL
LRP1B	LRP1B
ARHGAP15	ARHGAP15
GTDC1	GTDC1
ACVR2A	ACVR2A
ORC4	ORC4
MBD5	MBD5
EPC2	EPC2
LYPD6B	LYPD6B
LYPD6	LYPD6
MMADHC	MMADHC
RIF1	RIF1
ARL5A	ARL5A
STAM2	STAM2
FMNL2	FMNL2
PRPF40A	PRPF40A
ARL6IP6	ARL6IP6
GPD2	GPD2
ACVR1	ACVR1
CCDC148	CCDC148
PKP4	PKP4
DAPL1	DAPL1
TANC1	TANC1
WDSUB1	WDSUB1
BAZ2B	BAZ2B
AC009506.1	AC009506.1
MARCH7	MARCH7
CD302	CD302
RBMS1	RBMS1
TANK	TANK
PSMD14	PSMD14
GCG	GCG
COBLL1	COBLL1
AC019197.1	AC019197.1
SCN3A	SCN3A
SCN2A	SCN2A
CSRNP3	CSRNP3
TTC21B	TTC21B
SCN9A	SCN9A
SCN7A	SCN7A
STK39	STK39
CERS6	CERS6
SPC25	SPC25
BBS5	BBS5
FASTKD1	FASTKD1
PPIG	PPIG
PHOSPHO2	PHOSPHO2
KLHL23	KLHL23
SSB	SSB
METTL5	METTL5
UBR3	UBR3
GORASP2	GORASP2
TLK1	TLK1
METTL8	METTL8
DCAF17	DCAF17
CYBRD1	CYBRD1
DYNC1I2	DYNC1I2
SLC25A12	SLC25A12
HAT1	HAT1
METAP1D	METAP1D
DLX1	DLX1
DLX2	DLX2
ITGA6	ITGA6
PDK1	PDK1
MAP3K20	MAP3K20
CDCA7	CDCA7
SP3	SP3
OLA1	OLA1
CIR1	CIR1
SCRN3	SCRN3
AC010894.3	AC010894.3
WIPF1	WIPF1
CHN1	CHN1
ATF2	ATF2
LNPK	LNPK
HOXD-AS2	HOXD-AS2
HOXD9	HOXD9
HOXD8	HOXD8
HOXD3	HOXD3
HOXD4	HOXD4
MTX2	MTX2
LINC01116	LINC01116
HNRNPA3	HNRNPA3
NFE2L2	NFE2L2
AGPS	AGPS
TTC30B	TTC30B
RBM45	RBM45
OSBPL6	OSBPL6
AC009948.1	AC009948.1
PRKRA	PRKRA
FKBP7	FKBP7
PLEKHA3	PLEKHA3
TTN-AS1	TTN-AS1
CWC22	CWC22
UBE2E3	UBE2E3
DNAJC10	DNAJC10
FRZB	FRZB
NCKAP1	NCKAP1
NUP35	NUP35
LINC01473	LINC01473
ZC3H15	ZC3H15
ITGAV	ITGAV
FAM171B	FAM171B
CALCRL	CALCRL
TFPI	TFPI
GULP1	GULP1
COL3A1	COL3A1
COL5A2	COL5A2
WDR75	WDR75
SLC40A1	SLC40A1
ASNSD1	ASNSD1
OSGEPL1	OSGEPL1
ORMDL1	ORMDL1
PMS1	PMS1
HIBCH	HIBCH
NAB1	NAB1
GLS	GLS
STAT1	STAT1
SLC39A10	SLC39A10
STK17B	STK17B
HECW2	HECW2
CCDC150	CCDC150
GTF3C3	GTF3C3
PGAP1	PGAP1
SF3B1	SF3B1
COQ10B	COQ10B
MOB4	MOB4
MARS2	MARS2
FTCDNL1	FTCDNL1
C2orf69	C2orf69
TYW5	TYW5
MAIP1	MAIP1
KCTD18	KCTD18
SGO2	SGO2
BZW1	BZW1
CLK1	CLK1
PPIL3	PPIL3
NIF3L1	NIF3L1
ORC2	ORC2
FAM126B	FAM126B
NDUFB3	NDUFB3
CFLAR	CFLAR
CASP8	CASP8
TRAK2	TRAK2
STRADB	STRADB
TMEM237	TMEM237
ALS2	ALS2
FZD7	FZD7
NOP58	NOP58
AC064836.3	AC064836.3
BMPR2	BMPR2
FAM117B	FAM117B
ICA1L	ICA1L
WDR12	WDR12
CARF	CARF
NBEAL1	NBEAL1
CYP20A1	CYP20A1
ABI2	ABI2
RAPH1	RAPH1
INO80D	INO80D
NDUFS1	NDUFS1
FASTKD2	FASTKD2
CREB1	CREB1
METTL21A	METTL21A
CCNYL1	CCNYL1
IDH1	IDH1
PIKFYVE	PIKFYVE
RPE	RPE
AC007038.2	AC007038.2
LANCL1	LANCL1
CPS1	CPS1
ERBB4	ERBB4
SPAG16	SPAG16
BARD1	BARD1
ATIC	ATIC
PECR	PECR
XRCC5	XRCC5
SMARCAL1	SMARCAL1
IGFBP2	IGFBP2
AAMP	AAMP
PNKD	PNKD
TMBIM1	TMBIM1
CTDSP1	CTDSP1
USP37	USP37
CNOT9	CNOT9
ZNF142	ZNF142
BCS1L	BCS1L
RNF25	RNF25
STK36	STK36
TTLL4	TTLL4
CNPPD1	CNPPD1
RETREG2	RETREG2
ZFAND2B	ZFAND2B
ANKZF1	ANKZF1
GLB1L	GLB1L
STK16	STK16
DNAJB2	DNAJB2
DNPEP	DNPEP
GMPPA	GMPPA
CHPF	CHPF
TMEM198	TMEM198
OBSL1	OBSL1
STK11IP	STK11IP
FARSB	FARSB
ACSL3	ACSL3
AP1S3	AP1S3
WDFY1	WDFY1
MRPL44	MRPL44
CUL3	CUL3
IRS1	IRS1
RHBDD1	RHBDD1
MFF	MFF
AGFG1	AGFG1
TRIP12	TRIP12
FBXO36	FBXO36
SP110	SP110
CAB39	CAB39
ITM2C	ITM2C
C2orf72	C2orf72
PSMD1	PSMD1
HTR2B	HTR2B
ARMC9	ARMC9
PDE6D	PDE6D
COPS7B	COPS7B
NPPC	NPPC
DIS3L2	DIS3L2
ECEL1	ECEL1
TIGD1	TIGD1
EIF4E2	EIF4E2
EFHD1	EFHD1
GIGYF2	GIGYF2
NGEF	NGEF
ATG16L1	ATG16L1
DGKD	DGKD
USP40	USP40
HJURP	HJURP
AGAP1	AGAP1
COPS8	COPS8
COL6A3	COL6A3
LRRFIP1	LRRFIP1
UBE2F	UBE2F
SCLY	SCLY
ESPNL	ESPNL
ILKAP	ILKAP
HES6	HES6
PER2	PER2
TRAF3IP1	TRAF3IP1
ASB1	ASB1
HDAC4	HDAC4
AC062017.1	AC062017.1
NDUFA10	NDUFA10
COPS9	COPS9
GPC1	GPC1
ANKMY1	ANKMY1
DUSP28	DUSP28
RNPEPL1	RNPEPL1
CAPN10-DT	CAPN10-DT
CAPN10	CAPN10
KIF1A	KIF1A
MTERF4	MTERF4
PASK	PASK
PPP1R7	PPP1R7
ANO7	ANO7
HDLBP	HDLBP
SEPT2	SEPT2
FARP2	FARP2
STK25	STK25
BOK	BOK
THAP4	THAP4
ATG4B	ATG4B
DTYMK	DTYMK
ING5	ING5
D2HGDH	D2HGDH
TRNT1	TRNT1
CRBN	CRBN
AC024060.1	AC024060.1
SUMF1	SUMF1
SETMAR	SETMAR
ITPR1	ITPR1
BHLHE40	BHLHE40
ARL8B	ARL8B
EDEM1	EDEM1
LMCD1	LMCD1
RAD18	RAD18
SRGAP3	SRGAP3
THUMPD3-AS1	THUMPD3-AS1
THUMPD3	THUMPD3
SETD5	SETD5
MTMR14	MTMR14
BRPF1	BRPF1
OGG1	OGG1
CAMK1	CAMK1
TADA3	TADA3
ARPC4	ARPC4
TTLL3	TTLL3
RPUSD3	RPUSD3
JAGN1	JAGN1
IL17RC	IL17RC
CRELD1	CRELD1
PRRT3	PRRT3
EMC3	EMC3
FANCD2	FANCD2
BRK1	BRK1
VHL	VHL
TATDN2	TATDN2
GHRL	GHRL
SEC13	SEC13
ATG7	ATG7
VGLL4	VGLL4
TAMM41	TAMM41
TSEN2	TSEN2
MKRN2	MKRN2
RAF1	RAF1
CAND2	CAND2
IQSEC1	IQSEC1
NUP210	NUP210
CHCHD4	CHCHD4
TMEM43	TMEM43
XPC	XPC
LSM3	LSM3
SLC6A6	SLC6A6
CCDC174	CCDC174
FGD5-AS1	FGD5-AS1
NR2C2	NR2C2
MRPS25	MRPS25
RBSN	RBSN
CAPN7	CAPN7
SH3BP5	SH3BP5
METTL6	METTL6
EAF1	EAF1
HACL1	HACL1
BTD	BTD
ANKRD28	ANKRD28
DPH3	DPH3
OXNAD1	OXNAD1
TBC1D5	TBC1D5
RAB5A	RAB5A
SGO1	SGO1
UBE2E2	UBE2E2
UBE2E1	UBE2E1
NKIRAS1	NKIRAS1
NR1D2	NR1D2
RARB	RARB
TOP2B	TOP2B
NGLY1	NGLY1
OXSM	OXSM
SLC4A7	SLC4A7
CMC1	CMC1
AZI2	AZI2
RBMS3	RBMS3
RBMS3-AS3	RBMS3-AS3
STT3B	STT3B
OSBPL10	OSBPL10
GPD1L	GPD1L
CMTM8	CMTM8
CMTM7	CMTM7
CMTM6	CMTM6
DYNC1LI1	DYNC1LI1
CNOT10	CNOT10
GLB1	GLB1
CRTAP	CRTAP
FBXL2	FBXL2
UBP1	UBP1
CLASP2	CLASP2
PDCD6IP	PDCD6IP
LRRFIP2	LRRFIP2
GOLGA4	GOLGA4
CTDSPL	CTDSPL
ACAA1	ACAA1
OXSR1	OXSR1
XYLB	XYLB
ACVR2B	ACVR2B
EXOG	EXOG
WDR48	WDR48
GORASP1	GORASP1
SLC25A38	SLC25A38
EIF1B	EIF1B
ENTPD3-AS1	ENTPD3-AS1
ZNF620	ZNF620
ZNF621	ZNF621
CTNNB1	CTNNB1
ULK4	ULK4
TRAK1	TRAK1
SEC22C	SEC22C
SS18L2	SS18L2
NKTR	NKTR
HIGD1A	HIGD1A
POMGNT2	POMGNT2
SNRK	SNRK
ANO10	ANO10
ABHD5	ABHD5
TCAIM	TCAIM
ZNF445	ZNF445
ZNF197	ZNF197
ZNF35	ZNF35
KIAA1143	KIAA1143
KIF15	KIF15
TMEM42	TMEM42
ZDHHC3	ZDHHC3
EXOSC7	EXOSC7
TMEM158	TMEM158
LARS2	LARS2
LIMD1	LIMD1
SACM1L	SACM1L
LZTFL1	LZTFL1
FYCO1	FYCO1
CCR1	CCR1
PTH1R	PTH1R
CCDC12	CCDC12
NBEAL2	NBEAL2
SETD2	SETD2
KIF9	KIF9
KLHL18	KLHL18
AC099778.1	AC099778.1
PTPN23	PTPN23
SCAP	SCAP
ELP6	ELP6
CSPG5	CSPG5
SMARCC1	SMARCC1
DHX30	DHX30
MAP4	MAP4
CDC25A	CDC25A
ZNF589	ZNF589
NME6	NME6
CCDC51	CCDC51
ATRIP	ATRIP
SHISA5	SHISA5
PFKFB4	PFKFB4
UQCRC1	UQCRC1
SLC26A6	SLC26A6
CELSR3	CELSR3
NCKIPSD	NCKIPSD
IP6K2	IP6K2
PRKAR2A	PRKAR2A
SLC25A20	SLC25A20
ARIH2OS	ARIH2OS
ARIH2	ARIH2
WDR6	WDR6
DALRD3	DALRD3
NDUFAF3	NDUFAF3
IMPDH2	IMPDH2
QRICH1	QRICH1
QARS	QARS
USP19	USP19
LAMB2	LAMB2
CCDC71	CCDC71
KLHDC8B	KLHDC8B
C3orf62	C3orf62
USP4	USP4
RHOA	RHOA
TCTA	TCTA
DAG1	DAG1
APEH	APEH
RNF123	RNF123
GMPPB	GMPPB
IP6K1	IP6K1
INKA1	INKA1
TRAIP	TRAIP
MON1A	MON1A
RBM6	RBM6
RBM5	RBM5
GNAI2	GNAI2
SEMA3B	SEMA3B
IFRD2	IFRD2
HYAL3	HYAL3
NAA80	NAA80
HYAL2	HYAL2
TUSC2	TUSC2
RASSF1	RASSF1
NPRL2	NPRL2
CYB561D2	CYB561D2
TMEM115	TMEM115
C3orf18	C3orf18
HEMK1	HEMK1
CISH	CISH
MAPKAPK3	MAPKAPK3
MANF	MANF
RBM15B	RBM15B
DCAF1	DCAF1
RAD54L2	RAD54L2
TEX264	TEX264
RRP9	RRP9
PARP3	PARP3
PCBP4	PCBP4
ABHD14B	ABHD14B
ABHD14A	ABHD14A
ABHD14A-ACY1	ABHD14A-ACY1
DUSP7	DUSP7
POC1A	POC1A
ALAS1	ALAS1
TWF2	TWF2
WDR82	WDR82
GLYCTK	GLYCTK
BAP1	BAP1
PHF7	PHF7
TNNC1	TNNC1
NISCH	NISCH
NT5DC2	NT5DC2
SMIM4	SMIM4
PBRM1	PBRM1
GNL3	GNL3
GLT8D1	GLT8D1
SPCS1	SPCS1
NEK4	NEK4
SFMBT1	SFMBT1
RFT1	RFT1
PRKCD	PRKCD
TKT	TKT
DCP1A	DCP1A
ACTR8	ACTR8
SELENOK	SELENOK
CCDC66	CCDC66
FAM208A	FAM208A
HESX1	HESX1
APPL1	APPL1
PDE12	PDE12
ARF4	ARF4
DENND6A	DENND6A
SLMAP	SLMAP
FLNB	FLNB
ABHD6	ABHD6
RPP14	RPP14
PXK	PXK
PDHB	PDHB
KCTD6	KCTD6
FHIT	FHIT
PTPRG	PTPRG
C3orf14	C3orf14
THOC7	THOC7
ATXN7	ATXN7
PSMD6	PSMD6
MAGI1	MAGI1
SLC25A26	SLC25A26
SUCLG2	SUCLG2
EOGT	EOGT
TMF1	TMF1
UBA3	UBA3
ARL6IP5	ARL6IP5
LMOD3	LMOD3
RYBP	RYBP
SHQ1	SHQ1
GXYLT2	GXYLT2
PPP4R2	PPP4R2
EBLN2	EBLN2
ZNF717	ZNF717
ROBO1	ROBO1
GBE1	GBE1
CHMP2B	CHMP2B
POU1F1	POU1F1
HTR1F	HTR1F
CGGBP1	CGGBP1
ZNF654	ZNF654
C3orf38	C3orf38
PROS1	PROS1
ARL13B	ARL13B
DHFR2	DHFR2
NSUN3	NSUN3
MTRNR2L12	MTRNR2L12
ARL6	ARL6
CRYBG3	CRYBG3
RIOX2	RIOX2
CLDND1	CLDND1
CPOX	CPOX
DCBLD2	DCBLD2
CMSS1	CMSS1
FILIP1L	FILIP1L
TBC1D23	TBC1D23
NIT2	NIT2
TOMM70	TOMM70
LNP1	LNP1
TMEM45A	TMEM45A
TFG	TFG
SENP7	SENP7
TRMT10C	TRMT10C
PCNP	PCNP
ZBTB11	ZBTB11
ZBTB11-AS1	ZBTB11-AS1
CEP97	CEP97
NXPE3	NXPE3
ALCAM	ALCAM
CBLB	CBLB
DUBR	DUBR
BBX	BBX
CD47	CD47
IFT57	IFT57
MYH15	MYH15
CIP2A	CIP2A
DZIP3	DZIP3
ABHD10	ABHD10
ATG3	ATG3
SLC35A5	SLC35A5
CCDC80	CCDC80
GTPBP8	GTPBP8
NEPRO	NEPRO
BOC	BOC
CFAP44	CFAP44
SPICE1	SPICE1
USF3	USF3
NAA50	NAA50
ATP6V1A	ATP6V1A
GRAMD1C	GRAMD1C
QTRT2	QTRT2
ZBTB20	ZBTB20
LSAMP	LSAMP
B4GALT4	B4GALT4
TMEM39A	TMEM39A
POGLUT1	POGLUT1
TIMMDC1	TIMMDC1
COX17	COX17
GSK3B	GSK3B
LRRC58	LRRC58
FSTL1	FSTL1
NDUFB4	NDUFB4
RABL3	RABL3
GTF2E1	GTF2E1
POLQ	POLQ
GOLGB1	GOLGB1
IQCB1	IQCB1
EAF2	EAF2
CCDC58	CCDC58
FAM162A	FAM162A
WDR5B	WDR5B
KPNA1	KPNA1
HSPBAP1	HSPBAP1
DIRC2	DIRC2
PDIA5	PDIA5
SEC22A	SEC22A
HACD2	HACD2
MYLK-AS1	MYLK-AS1
CCDC14	CCDC14
UMPS	UMPS
ITGB5	ITGB5
HEG1	HEG1
ZNF148	ZNF148
SNX4	SNX4
OSBPL11	OSBPL11
SLC41A3	SLC41A3
ZXDC	ZXDC
TXNRD3	TXNRD3
CHCHD6	CHCHD6
PLXNA1	PLXNA1
TPRA1	TPRA1
MCM2	MCM2
PODXL2	PODXL2
SEC61A1	SEC61A1
RUVBL1	RUVBL1
EEFSEC	EEFSEC
GATA2	GATA2
GATA2-AS1	GATA2-AS1
RPN1	RPN1
RAB7A	RAB7A
ACAD9	ACAD9
ISY1	ISY1
AC108673.3	AC108673.3
COPG1	COPG1
HMCES	HMCES
H1FX	H1FX
MBD4	MBD4
IFT122	IFT122
PLXND1	PLXND1
TMCC1	TMCC1
TMCC1-AS1	TMCC1-AS1
PIK3R4	PIK3R4
ATP2C1	ATP2C1
ASTE1	ASTE1
NUDT16	NUDT16
MRPL3	MRPL3
DNAJC13	DNAJC13
UBA5	UBA5
NPHP3	NPHP3
CDV3	CDV3
TOPBP1	TOPBP1
SRPRB	SRPRB
RAB6B	RAB6B
RYK	RYK
AMOTL2	AMOTL2
ANAPC13	ANAPC13
CEP63	CEP63
PPP2R3A	PPP2R3A
MSL2	MSL2
PCCB	PCCB
STAG1	STAG1
SLC35G2	SLC35G2
NCK1-DT	NCK1-DT
NCK1	NCK1
DZIP1L	DZIP1L
DBR1	DBR1
ARMC8	ARMC8
MRAS	MRAS
CEP70	CEP70
FAIM	FAIM
PIK3CB	PIK3CB
FOXL2	FOXL2
MRPS22	MRPS22
COPB2	COPB2
SLC25A36	SLC25A36
PXYLP1	PXYLP1
ZBTB38	ZBTB38
RASA2	RASA2
RNF7	RNF7
ATP1B3	ATP1B3
TFDP2	TFDP2
GK5	GK5
XRN1	XRN1
ATR	ATR
PLS1	PLS1
TRPC1	TRPC1
PCOLCE2	PCOLCE2
PAQR9	PAQR9
U2SURP	U2SURP
CHST2	CHST2
C3orf58	C3orf58
PLOD2	PLOD2
GYG1	GYG1
HLTF	HLTF
HPS3	HPS3
WWTR1	WWTR1
COMMD2	COMMD2
RNF13	RNF13
PFN2	PFN2
TSC22D2	TSC22D2
SERP1	SERP1
EIF2A	EIF2A
SELENOT	SELENOT
ERICH6-AS1	ERICH6-AS1
SIAH2	SIAH2
MED12L	MED12L
MBNL1	MBNL1
MBNL1-AS1	MBNL1-AS1
RAP2B	RAP2B
ARHGEF26	ARHGEF26
DHX36	DHX36
PLCH1	PLCH1
C3orf33	C3orf33
SLC33A1	SLC33A1
GMPS	GMPS
SSR3	SSR3
TIPARP-AS1	TIPARP-AS1
TIPARP	TIPARP
CCNL1	CCNL1
SHOX2	SHOX2
RSRC1	RSRC1
AC106707.1	AC106707.1
MLF1	MLF1
GFM1	GFM1
MFSD1	MFSD1
IFT80	IFT80
SMC4	SMC4
KPNA4	KPNA4
NMD3	NMD3
PDCD10	PDCD10
SERPINI1	SERPINI1
GOLIM4	GOLIM4
MYNN	MYNN
SEC62	SEC62
PHC3	PHC3
PRKCI	PRKCI
SKIL	SKIL
CLDN11	CLDN11
RPL22L1	RPL22L1
EIF5A2	EIF5A2
FNDC3B	FNDC3B
ECT2	ECT2
SPATA16	SPATA16
NLGN1	NLGN1
TBL1XR1	TBL1XR1
LINC00501	LINC00501
ZMAT3	ZMAT3
PIK3CA	PIK3CA
ZNF639	ZNF639
MFN1	MFN1
GNB4	GNB4
ACTL6A	ACTL6A
MRPL47	MRPL47
NDUFB5	NDUFB5
USP13	USP13
TTC14	TTC14
FXR1	FXR1
DNAJC19	DNAJC19
ATP11B	ATP11B
DCUN1D1	DCUN1D1
MCCC1	MCCC1
LAMP3	LAMP3
B3GNT5	B3GNT5
KLHL24	KLHL24
YEATS2	YEATS2
PARL	PARL
ABCC5	ABCC5
EIF2B5	EIF2B5
DVL3	DVL3
AP2M1	AP2M1
ABCF3	ABCF3
ALG3	ALG3
EEF1AKMT4	EEF1AKMT4
PSMD2	PSMD2
EIF4G1	EIF4G1
FAM131A	FAM131A
CLCN2	CLCN2
POLR2H	POLR2H
EPHB3	EPHB3
MAGEF1	MAGEF1
VPS8	VPS8
MAP3K13	MAP3K13
TMEM41A	TMEM41A
SENP2	SENP2
IGF2BP2	IGF2BP2
TRA2B	TRA2B
ETV5	ETV5
TBCCD1	TBCCD1
DNAJB11	DNAJB11
EIF4A2	EIF4A2
RFC4	RFC4
RPL39L	RPL39L
LPP	LPP
OSTN	OSTN
CCDC50	CCDC50
OPA1	OPA1
HES1	HES1
ATP13A3	ATP13A3
TMEM44-AS1	TMEM44-AS1
TMEM44	TMEM44
AC046143.1	AC046143.1
LSG1	LSG1
FAM43A	FAM43A
XXYLT1	XXYLT1
ACAP2	ACAP2
PPP1R2	PPP1R2
MUC20-OT1	MUC20-OT1
TNK2	TNK2
TFRC	TFRC
PCYT1A	PCYT1A
TCTEX1D2	TCTEX1D2
UBXN7	UBXN7
RNF168	RNF168
WDR53	WDR53
FBXO45	FBXO45
PIGX	PIGX
CEP19	CEP19
PAK2	PAK2
SENP5	SENP5
NCBP2	NCBP2
NCBP2-AS2	NCBP2-AS2
MELTF	MELTF
MELTF-AS1	MELTF-AS1
DLG1	DLG1
RUBCN	RUBCN
FYTTD1	FYTTD1
LRCH3	LRCH3
IQCG	IQCG
ZNF595	ZNF595
ZNF141	ZNF141
ZNF721	ZNF721
PIGG	PIGG
MYL5	MYL5
PCGF3	PCGF3
GAK	GAK
TMEM175	TMEM175
IDUA	IDUA
FGFRL1	FGFRL1
CTBP1	CTBP1
CTBP1-DT	CTBP1-DT
MAEA	MAEA
UVSSA	UVSSA
SLBP	SLBP
TMEM129	TMEM129
TACC3	TACC3
LETM1	LETM1
NSD2	NSD2
NELFA	NELFA
C4orf48	C4orf48
NAT8L	NAT8L
HAUS3	HAUS3
MXD4	MXD4
RNF4	RNF4
