1097	LINC01755
1098	AL353681.1
1099	AC119674.1
1100	AC119674.2
1101	LINC01767
1102	PLPP3
1103	PRKAA2
1104	FYB2
1105	AL360295.1
1106	C8A
1107	C8B
1108	AL161740.1
1109	DAB1
1110	AL390243.1
1111	DAB1-AS1
1112	AL445193.2
1113	OMA1
1114	TACSTD2
1115	MYSM1
1116	AL136985.3
1117	JUN
1118	LINC01135
1119	AL136985.2
1120	AL136985.1
1121	AC105277.1
1122	LINC01358
1123	AL592431.2
1124	AL592431.1
1125	AC093424.1
1126	FGGY
1127	AL035416.1
1128	HOOK1
1129	CYP2J2
1130	C1orf87
1131	AC097066.1
1132	LINC01748
1133	AC099792.1
1134	NFIA
1135	NFIA-AS2
1136	AC099791.3
1137	TM2D1
1138	AC099791.2
1139	PATJ
1140	L1TD1
1141	KANK4
1142	USP1
1143	DOCK7
1144	ANGPTL3
1145	AC103923.1
1146	ATG4C
1147	AC099794.1
1148	LINC01739
1149	AL162400.1
1150	AL162400.2
1151	AC096543.1
1152	AC096543.2
1153	FOXD3-AS1
1154	FOXD3
1155	ALG6
1156	ITGB3BP
1157	EFCAB7
1158	PGM1
1159	ROR1
1160	ROR1-AS1
1161	AL445205.1
1162	UBE2U
1163	CACHD1
1164	RAVER2
1165	JAK1
1166	AL357078.3
1167	AL357078.1
1168	AK4
1169	DNAJC6
1170	AL139294.1
1171	LEPROT
1172	LEPR
1173	AL513493.1
1174	PDE4B
1175	AL590783.1
1176	SGIP1
1177	AL139147.1
1178	TCTEX1D1
1179	INSL5
1180	WDR78
1181	AL592161.1
1182	MIER1
1183	SLC35D1
1184	C1orf141
1185	IL23R
1186	IL12RB2
1187	SERBP1
1188	LINC01702
1189	GADD45A
1190	GNG12
1191	GNG12-AS1
1192	DIRAS3
1193	WLS
1194	RPE65
1195	DEPDC1
1196	AL138789.1
1197	DEPDC1-AS1
1198	AL035412.1
1199	AL033530.1
1200	AL691520.1
1201	LINC01707
1202	AL512271.1
1203	LINC01758
1204	LRRC7
1205	AL158840.1
1206	LRRC40
1207	SRSF11
1208	AL353771.1
1209	ANKRD13C
1210	HHLA3
1211	AL158839.1
1212	CTH
1213	AL354872.2
1214	LINC01788
1215	AL513285.1
1216	PTGER3
1217	AL031429.1
1218	ZRANB2-AS1
1219	ZRANB2
1220	NEGR1
1221	AL354949.1
1222	AL583808.1
1223	AL583808.2
1224	LINC01360
1225	LINC02238
1226	LRRIQ3
1227	FPGT
